2875,Inter Tropic Airlines,,,NTT,INTER-TROPIC,N
2876,Inter-Air,,,ITA,CAFEX,N
2877,Inter-Canadian,,,ICN,INTER-CANADIAN,N
2878,Inter-Island Air,,,UGL,UGLY VAN,N
2879,Inter-Mountain Airways,,,IMA,INTER-MOUNTAIN,N
2880,Inter-State Aviation,,,ITS,INTER-STATE,N
2881,Interair South Africa,,D6,ILN,INLINE,Y
2882,Interaire,,,NTE,INTERMEX,N
2883,Interavia Airlines,,ZA,SUW,ASTAIR,Y
2884,Interaviatrans,,,IVT,INTERAVIA,N
2885,Intercontinental de Aviaci,,RS,ICT,CONTAVIA,N
2886,Intercopters,,,ICP,CHOPER,N
2887,Interflight,,,IFT,INTERFLIGHT,N
2888,Interflight (Learjet),,,IJT,,N
2889,Interfly,,,RFL,INFLY,N
2890,Interfreight Forwarding,,,IFF,INTERFREIGHT,N
2891,Interguide Air,,,IGN,DIVINE AIR,N
2892,Interisland Airlines,,,ISN,TRI-BIRD,N
2893,Interisland Airways Limited,,,IWY,ISLANDWAYS,N
2894,Interjet,,,MTF,INTERJET,N
2895,Interjet Helicopters,,,IHE,INTERCOPTER,N
2896,Interlink Airlines,,ID,ITK,INTERLINK,Y
2897,International Air Cargo Corporation,,,IAK,AIR CARGO EGYPT,N
2898,International Air Corporation,,,EXX,EXPRESS INTERNATIONAL,N
2899,International Air Service,,,IAS,STARFLEET,N
2900,International Air Services,,,IAX,INTERAIR SERVICES,N
2901,International Business Air,,6I,IBZ,INTERBIZ,N
2902,International Business Aircraft,,,IBY,CENTRAL STAGE,N
2903,International Charter Services,,,ICS,INTERSERVI,N
2904,International Charter Xpress,,,ICX,INTEX,N
2905,International Committee of the Red Cross,,,RED,RED CROSS,N
2906,International Company for Transport,,,IIG, Trade and Public Works,N
2907,International Flight Training Academy,,,IFX,IFTA,N
2908,International Jet Aviation Services,,,IJA,I-JET,N
2909,International Jet Charter,,,HSP,HOSPITAL,N
2910,International SOS WIndhoek,,,RSQ,SKYMEDIC,N
2911,International Sabilisation Assistance Force,,,ISF,,N
2912,International Security Assistance Force,,,THN,ATHENA,N
2913,International Trans-Air,,,ITH,INTRANS NIGERIA,N
2914,Interport Corporation,,,IPT,INTERPORT,N
2915,Intersky,,,IKY,GENERAL SKY,N
2916,Intersky,,3L,ISK,INTERSKY,Y
2917,Interstate Airline,,I4,FWA,FREEWAYAIR,N
2918,Intervuelos,,,ITU,INTERLOS,N
2919,Inversija,,,INV,INVER,N
2920,Iona National Airways,,,IND,IONA,N
2921,Iowa Airways,,,IOA,IOWA AIR,N
2922,Iran Air,,IR,IRA,IRANAIR,Y
2923,Iran Aseman Airlines,,EP,IRC,,Y
2924,Iranair Tours,,,IRB,,N
2925,Naft Air Lines,,,IRG,NAFT,N
2926,Iraqi Airways,,IA,IAW,IRAQI,Y
2927,Irbis Air,,,BIS,IRBIS,N
2928,Irish Air Corps,,,IRL,IRISH,N
2929,Irish Air Transport,,,RDK,IRISH TRANS,N
2930,Irish Aviation Authority,,,XMR,AUTHORITY,N
2931,Irtysh Airlines,,,IRT,IRTYSH AIRLINES,N
2932,Irving Oil,,,XIA,,N
2933,Irving Oil Transport,,,KCE,KACEY,N
2934,Island Air,,,ISI,ISLANDMEX,N
2935,Island Air Charters,,,ILF,ISLAND FLIGHT,N
2936,Island Air Express,,,XYZ,RAINBIRD,N
2937,Island Airlines,,IS,,,Y
2938,Island Aviation,,,SOY,SORIANO,N
2939,Island Aviation Services,,,DQA,,N
2940,Island Aviation and Travel,,,IOM,ISLE AVIA,N
2941,Island Express,,2S,SDY,SANDY ISLE,N
2942,Cargo Plus Aviation,,8L,CGP,,Y
2943,Island Helicopters,,,MTP,METROCOPTER,N
2944,Island Link,,,ILC,,N
2945,Islandair Jersey,,,IAJ,JARLAND,N
2946,Islands Nationair,,CN,,,N
2947,Icebird Airline,,,ICB,ICEBIRD,N
2948,Islas Airways,,IF,ISW,PINTADERA,Y
2949,Isle Grande Flying School,,,IGS,ISLA GRANDE,N
2950,Islena De Inversiones,,WC,ISV,,Y
2951,Isles of Scilly Skybus,,,IOS,SCILLONIA,N
2952,Israel Aircraft Industries,,,IAI,ISRAEL AIRCRAFT,N
2953,Israeli Air Force,,,IAF,,N
2954,Israir,,6H,ISR,ISRAIR,Y
2955,Istanbul Airlines,,,IST,ISTANBUL,N
2956,Itali Airlines,,9X,ACL,ITALI,N
2957,Italy First,,,IFS,RIVIERA,N
2958,Itek Air,,GI,IKA,ITEK-AIR,Y
2959,Ivoire Aero Services,,,IVS,IVOIRE AERO,N
2960,Ivoire Airways,,,IVW,IVOIRAIRWAYS,N
2961,Ivoire Jet Express,,,IJE,IVOIRE JET,N
2962,Iwamoto Crane Co Ltd,,,OIC,,N
2963,Ixair,,,IXR,X-BIRD,N
2964,Izair,,H9,IZM,IZMIR,N
2965,Izhavia,,,IZA,IZHAVIA,N
2966,J C Bamford (Excavators),,,JCB,JAYSEEBEE,N
2967,J P Hunt Air Carriers,,,RFX,REFLEX,N
2968,J-Air,,,JLJ,J AIR,N
2969,JAL Express,,JC,JEX,JANEX,Y
2970,JALways,,JO,JAZ,JALWAYS,Y
2971,JDAviation,,,JDA,JAY DEE,N
2972,JDP Lux,,,JDP,RED PELICAN,N
2973,JHM Cargo Expreso,,,JHM,,N
2974,JM Family Aviation,,,TQM,TACOMA,N
2975,JMC Airlines,,,JMC,JAYEMMSEE,N
2976,JSC Transport Automated Information Systems,,1M,,,N
2977,JS Air,,,JSJ,JS CHARTER,N
2978,JS Aviation,,,JES,JAY-ESS AVIATION,N
2979,Jackson Air Services,,,JCK,JACKSON,N
2980,Jade Cargo International,,,JAE,JADE CARGO,N
2981,Jamahiriya Airways,,,JAW,JAW,N
2982,Jambo Africa Airlines,,,JMB,JAMBOAFRICA,N
2983,Jana-Arka,,,JAK,YANZAR,N
2984,Janair,,,JAX,JANAIR,N
2985,Japan Air Commuter,,,JAC,COMMUTER,N
2986,Japan Aircraft Service,,,JSV,,N
2987,Japan Airlines,JAL Japan Airlines,JL,JAL,JAPANAIR,Y
2988,Japan Airlines Domestic,,JL,JAL,J-BIRD,Y
2989,Japan Asia Airways,,EG,JAA,ASIA,Y
2990,Japan Transocean Air,,NU,JTA,JAI OCEAN,Y
2991,Jat Airways,,JU,JAT,JAT,N
2992,Jatayu Airlines,,VJ,JTY,JATAYU,N
2993,Jazeera Airways,,J9,JZR,JAZEERA,Y
2994,Jeju Air,,7C,JJA,JEJU AIR,Y
2995,Jenney Beechcraft,,,JNY,JENAIR,N
2996,Jeppesen Data Plan,,,XLD,,N
2997,Jeppesen UK,,,JPN,JETPLAN,N
2998,Jet Air,,,JEA,JETA,N
2999,Jet Air Group,,,JSI,SISTEMA,N
3000,Jet Airways,,9W,JAI,JET AIRWAYS,Y
3001,Jet Airways,,QJ,,,Y
3002,Jet Aspen Air Lines,,,JTX,JET ASPEN,N
3003,Jet Aviation,,,PJS,JETAVIATION,N
3004,Jet Aviation Business Jets,,,BZF,BIZFLEET,N
3005,Jet Center Flight Training,,,JCF,JET CENTER,N
3006,Jet Charter,,,JCT,JET CHARTER,N
3007,Jetclub,,0J,,,N
3008,Jet Connection,,,JCX,JET CONNECT,N
3009,Jet Courier Service,,,DWW,DON JUAN,N
3010,Jet East International,,,JED,JET EAST,N
3011,Jet Executive International Charter,,,JEI,JET EXECUTIVE,N
3012,Jet Fighter Flights,,,RZA,RAZOR,N
3013,Jet Freighters,,,CFT,CASPER FREIGHT,N
3014,Jet G&D Aviation,,,JGD,JET GEE-AND-DEE,N
3015,Jet Line International,,,MJL,MOLDJET,N
3016,Jet Link,,,JEK,JET OPS,N
3017,Jet Link Aviation,,,HTL,HEARTLAND,N
3018,Jet Norte,,,JNR,JET NORTE,N
3019,Jet Rent,,,JRN,JET RENT,N
3020,Jet Service,,,JDI,JEDI,N
3021,Jetstar Asia Airways,,3K,JSA,JETSTAR ASIA,Y
3022,Jet Stream,,,JSM,JET STREAM,N
3023,Jet Trans Aviation,,,JTC,JETRANS,N
3024,Jet-2000,,,JTT,MOSCOW JET,N
3025,Jet-Ops,,,OPS,OPS-JET,N
3026,Jet2.com,,LS,EXS,CHANNEX,Y
3027,Jet4You,,8J,JFU,ARGAN,Y
3028,JetAfrica Swaziland,,,OSW,BEVO,N
3029,JetBlue Airways,,B6,JBU,JETBLUE,Y
3030,JetConnect,,,QNZ,QANTAS JETCONNECT,N
3031,JetMagic,,,JMG,JET MAGIC,N
3032,Jetairfly,,JF,JAF,BEAUTY,Y
3033,Jetall Holdings,,,JTL,FIREFLY,N
3034,Jetalliance,,,JAG,JETALLIANCE,N
3035,Jetclub,,0J,JCS,JETCLUB,N
3036,Jetcorp,,,UEJ,JETCORP,N
3037,Jetcraft Aviation,,,JCC,JETCRAFT,N
3038,Jetex Aviation,,,JXA,,N
3039,Jetflite,,,JEF,JETFLITE,Y
3040,Jetfly Airlines,,,JFL,LINEFLYER,N
3041,Jetgo International,,,JIC,JIC-JET,N
3042,Jetlink Express,,,JLX,KEN JET,N
3043,Jetlink Holland,,,JLH,,N
3044,Jetnova de Aviacion Ejecutiva,,,JNV,JETNOVA,N
3045,Jetpro,,,JPO,JETPRO,N
3046,Jetran Air,,,MDJ,JETRAN AIR,N
3047,Jetrider International,,,JRI,JETRIDER,N
3048,Jets Ejecutivos,,,JEJ,MEXJETS,N
3049,Jets Personales,,,JEP,JET PERSONALES,N
3050,Jets Y Servicios Ejecutivos,,,JSE,SERVIJETS,N
3051,JetsGo,,SG,JGO,JETSGO,N
3052,Jetstar Airways,,JQ,JST,JETSTAR,Y
3053,Jetstream Air,,,JSH,STREAM-AIR,N
3054,Jetstream Executive Travel,,,JXT,VANNIN,N
3055,Jett Paqueteria,,,JPQ,JETT PAQUETERIA,N
3056,Jett8 Airlines Cargo,,JX,JEC,,N
3057,Jettime,,,JTG,JETTIME,N
3058,Jettrain Corporation,,,JTN,JETTRAIN,N
3059,Jetways of Iowa,,,JWY,JETWAYS,N
3060,Jetx Airlines,,GX,JXX,JETBIRD,N
3061,Jibair,,,JIB,JIBAIRLINE,N
3062,Jigsaw Project,,,JSW,JIGSAW,N
3063,Jim Hankins Air Service,,,HKN,HANKINS,N
3064,Jim Ratliff Air Service,,,RAS,SHANHIL,N
3065,Joanas Avialinijos,,,JDG,LADYBLUE,N
3066,Job Air,,,JBR,JOBAIR,N
3067,Johnson Air,,,JHN,AIR JOHNSON,N
3068,Johnsons Air,,,JON,JOHNSONSAIR,N
3069,Johnston Airways,,,JMJ,JOHNSTON,N
3070,Joint Military Commission,,,JMM,JOICOMAR,N
3071,Jomartaxi Aereo,,,JMT,JOMARTAXI,N
3072,Jonsson,,,ODI, H Air Taxi,N
3073,Jordan Aviation,,R5,JAV,JORDAN AVIATION,N
3074,Jordan International Air Cargo,,,JCI,,N
3075,Jorvik,,,JVK,ISLANDIC,N
3076,Ju-Air,,,JUR,JUNKERS,N
3077,Juanda Flying School,,,JFS,JAEMCO,N
3078,Juba Cargo Services & Aviation Company,,,JUC,JUBA CARGO,N
3079,Jubba Airways,,,JUB,JUBBA,N
3080,Jubilee Airways,,,DKE,DUKE,N
3081,Juneyao Airlines,,HO,DKH,JUNEYAO AIRLINES,Y
3082,Justair Scandinavia,,,MEY,MELODY,N
3083,Justice Prisoner and Alien Transportation System,,,DOJ,JUSTICE,N
3084,K D Air Corporation,,,KDC,KAY DEE,N
3085,K S Avia,,,KSA,SKY CAMEL,N
3086,K-Mile Air,,,KMI,KAY-MILE AIR,N
3087,KD Avia,,KD,KNI,KALININGRAD AIR,Y
3088,KLM Cityhopper,,WA,KLC,CITY,Y
3089,KLM Helicopter,,,KLH,KLM HELI,N
3090,KLM Royal Dutch Airlines,,KL,KLM,KLM,Y
3091,Kabo Air,,N2,QNK,KABO,N
3092,Kahama Mining Corporation,,,KMC,KAHAMA,N
3093,Kaiser Air,,,KAI,KAISER,N
3094,Kalitta Air,,K4,CKS,CONNIE,N
3095,Kalitta Charters,,,KFS,KALITTA,N
3096,Kallat El Saker Air Company,,,KES,KALLAT EL SKER,N
3097,Kam Air,,RQ,KMF,KAMGAR,Y
3098,Kampuchea Airlines,,E2,KMP,KAMPUCHEA,N
3099,Kanaf-Arkia Airlines,,,KIZ,,N
3100,Kanfey Ha'emek Aviation,,,KHE,KANFEY HAEMEK,N
3101,Kansas State University,,,KSU,K-STATE,N
3102,Karat,,V2,AKT,AVIAKARAT,N
3103,Karibu Airways Company,,,KRB,KARIBU AIR,N
3104,Karlog Air Charter,,,KLG,KARLOG,N
3105,Karthago Airlines,,,KAJ,KARTHAGO,N
3106,Kartika Airlines,,,KAE,KARTIKA,N
3107,Kata Transportation,,,KTV,KATAVIA,N
3108,Katekavia,,,KTK,KATEKAVIA,N
3109,Kato Airline,,,KAT,KATO-AIR,N
3110,Kavminvodyavia,,KV,MVD,AIR MINVODY,Y
3111,Kavouras Inc,,,XKA,,N
3112,Kaz Agros Avia,,,KRN,ANTOL,N
3113,Kaz Air West,,,KAW,KAZWEST,N
3114,Kazan Aviation Production Association,,,KAO,KAZAVAIA,N
3115,Kazan Helicopters,,,KPH,KAMA,N
3116,Kazavia,,,KKA,KAKAIR,N
3117,Kazaviaspas,,,KZS,SPAKAZ,N
3118,Keenair Charter -,,,JFK,KEENAIR,N
3119,Kelix Air,,,KLX,KELIX,N
3120,Kelner Airways,,,FKL,KELNER,N
3121,Kelowna Flightcraft Air Charter,,,KFA,FLIGHTCRAFT,N
3122,Kendell Airlines,,,KDA,KENDELL,Y
3123,Kenmore Air,,M5,KEN,KENMORE,Y
3124,Kenn Borek Air,,,KBA,BOREK AIR,N
3125,Kent Aviation,,,KAH,DEKAIR,N
3126,Kenya Airways,,KQ,KQA,KENYA,Y
3127,Kevis,,,KVS,KEVIS,N
3128,Key Airlines,,,KEY,KEY AIR,N
3129,Key Lime Air,,,LYM,KEY LIME,N
3130,Keystone Aerial Surveys,,,FTP,FOOTPRINT,N
3131,Keystone Air Services,,BZ,KEE,KEYSTONE,N
3132,Khalifa Airways,,,KZW,KHALIFA AIR,N
3133,Kharkov Aircraft Manufacturing Company,,,WKH,WEST-KHARKOV,N
3134,Khazar,,,KHR,KHAZAR,N
3135,Khoezestan Photros Air Lines,,,KHP,PHOTROS AIR,N
3136,Khoriv-Avia,,,KRV,KHORIV-AVIA,N
3137,Khors Aircompany,,,KHO,AIRCOMPANY KHORS,N
3138,Khyber Afghan Airlines,,,KHY,KHYBER,N
3139,Kiev Aviation Plant,,,UAK,AVIATION PLANT,N
3140,King Aviation,,,KNG,KING,N
3141,Kingfisher Air Services,,,BEZ,SEA BREEZE,N
3142,Kingfisher Airlines,,IT,KFR,KINGFISHER,Y
3143,Knighthawk Air Express,,,KNX,KNIGHT FLIGHT,N
3144,Kingston Air Services,,,KAS,KINGSTON AIR,N
3145,Kinnarps,,,KIP,KINNARPS,N
3146,Kinshasa Airways,,,KNS,KINSHASA AIRWAYS,N
3147,Kirov Air Enterprise,,,KTA,VYATKA-AVIA,N
3148,Kish Air,,Y9,IRK,KISHAIR,Y
3149,Kitty Hawk Aircargo,,,KHA,AIR KITTYHAWK,N
3150,Kitty Hawk Airways,,,KHC,CARGO HAWK,N
3151,Kiwi International Air Lines,,KP,KIA,KIWI AIR,N
3152,Knight Air,,,KNA,KNIGHTAIR,N
3153,Knighthawk Express,,,KHX,RIZZ,N
3154,Knights Airlines,,,KGT,KNIGHT-LINER,N
3155,Koanda Avacion,,,KOA,KOANDA,N
3156,Koda International,,,OYE,KODA AIR,N
3157,Kogalymavia Air Company,,7K,KGL,KOGALYM,Y
3158,Kom Activity,,,KOM,COMJET,N
3159,Komiaviatrans State Air Enterprise,,,KMA,KOMI AVIA,N
3160,Komiinteravia,,8J,KMV,KOMIINTER,N
3161,Komsomolsk-on-Amur Air Enterprise,,,KNM,KNAAPO,N
3162,Koob-Corp - 96 KFT,,,KOB,AUTOFLEX,N
3163,Korean Air,,KE,KAL,KOREANAIR,Y
3164,Kosmas Air,,,KMG,KOSMAS CARGO,N
3165,Kosmos,,,KSM,KOSMOS,Y
3166,Kosova Airlines,,,KOS,KOSOVA,N
3167,Kovar Air,,,WOK,WOKAIR,N
3168,Krasnojarsky Airlines,,7B,KJC,KRASNOJARSKY AIR,Y
3169,Kremenchuk Flight College,,,KFC,KREMENCHUK,N
3170,Krimaviamontag,,,KRG,AVIAMONTAG,N
3171,Kroonk Air Agency,,,KRO,KROONK,N
3172,Krylo Airlines,,K9,KRI,Krylo,N
3173,Krym,,,KYM,CRIMEA AIR,N
3174,Krystel Air Charter,,,OPC,OPTIC,N
3175,Kuban Airlines,,GW,KIL,AIR KUBAN,Y
3176,Kunpeng Airlines,,VD,KPA,KUNPENG,N
3177,Kurzemes Avio,,,KZA,,N
3178,Kustbevakningen,,,KBV,SWECOAST,N
3179,Kuwait Airways,,KU,KAC,KUWAITI,Y
3180,Kuzu Airlines Cargo,,GO,KZU,KUZU CARGO,Y
3181,Kvadro Aero,,,QVR,PEGASO,N
3182,Kwena Air,,,KWN,KWENA,N
3183,Kyrgyz Airlines,,N5,KGZ,BERMET,N
3184,Kyrgyz Trans Avia,,,KTC,DINARA,N
3185,Kyrgyzstan,,QH,LYN,ALTYN AVIA,N
3186,Kyrgyzstan Airlines,,R8,KGA,KYRGYZ,N
3187,Kyrgyzstan Department of Aviation,,,DAM,FLIGHT RESCUE,N
3188,Kyrgz General Aviation,,,KGB,KEMIN,N
3189,Kibris T,,KY,KYV,AIRKIBRIS,N
3190,L A Helicopter,,,LAH,STAR SHIP,N
3191,L J Aviation,,,LJY,ELJAY,N
3192,L R Airlines,,,LRB,LADY RACINE,N
3193,L&L Flygbildteknik,,,PHO,PHOTOFLIGHT,N
3194,L'Express,,,LEX,LEX,N
3195,L-3 Communications Flight Internation Aviation,,,FNT,FLIGHT INTERNATIONAL,N
3196,L.A.B. Flying Service,,JF,LAB,LAB,N
3197,LACSA,,LR,LRC,LACSA,Y
3198,LADE - Lineas Aereas Del Estado,,,LDE,LADE,N
3199,LAI - Linea Aerea IAACA,,KG,BNX,AIR BARINAS,N
3200,LAN Airlines,,LA,LAN,LAN,Y
3201,LAN Argentina,,4M,DSM,LAN AR,Y
3202,LAN Cargo,,,LCO,LAN CARGO,N
3203,LAN Dominica,,,LNC,LANCANA,N
3204,LAN Express,,LU,LXP,LANEX,Y
3205,LAN Peru,,LP,LPE,LANPERU,Y
3206,LANSA,,,LSA,INTERNACIONAL,N
3207,LAP Colombia - Lineas Aereas Petroleras,,,APT, S.A.,N
3208,LASTP,,,OTN,LASTP,N
3209,LC Busre,,,LCB,BUSRE,N
3210,LOT Polish Airlines,,LO,LOT,POLLOT,Y
3211,LTE International Airways,,XO,LTE,FUN JET,Y
3212,LTU Austria,,L3,LTO,BILLA TRANSPORT,Y
3213,LTU International,,LT,LTU,LTU,N
3214,LTV Jet Fleet Corporation,,,JFC,JET-FLEET,N
3215,LUKoil-Avia,,,LUK,LUKOIL,N
3216,La Ronge Aviation Services,,,ASK,AIR SASK,N
3217,La Valenciana Taxi Aereo,,,LVT,TAXIVALENCIANA,N
3218,Labcorp,,,SKQ,SKYLAB,N
3219,Labrador Airways,,,LAL,LAB AIR,N
3220,Lagun Air,,N6,JEV,,N
3221,Lake Havasu Air Service,,,HCA,HAVASU,N
3222,Lakeland Aviation,,,LKL,LAKELAND,N
3223,Laker Airways,,,LKR,LAKER,N
3224,Laker Airways (Bahamas),,,LBH,LAKER BAHAMAS,N
3225,Lamra,,,LMR,LAMAIR,N
3226,Lanaes Aereas Trans Costa Rica,,,TCR,TICOS,N
3227,Landsflug,,,ISL,ISLANDIA,N
3228,Langtry Flying Group,,,PAP,PROFLIGHT,N
3229,Lankair,,IK,LKN,Lankair,N
3230,Lanza Air,,,LZA,AEROLANZA,N
3231,Lanzarote Aerocargo,,,LZT,BARAKA,N
3232,Lao Air Company,,,LLL,LAVIE,N
3233,Lao Airlines,,QV,LAO,LAO,Y
3234,Lao Capricorn Air,,,LKA,NAKLOA,N
3235,Laoag International Airlines,,L7,LPN,LAOAG AIR,N
3236,Laredo Air,,,LRD,LAREDO AIR,N
3237,LatCharter,,,LTC,LATCHARTER,Y
3238,Latvian Air Force,,,LAF,LATVIAN AIRFORCE,N
3239,Lauda Air,,NG,LDA,LAUDA AIR,Y
3240,Lauda Air Italy,,,LDI,LAUDA ITALY,N
3241,Laughlin Express,,,LEP,LAUGHLIN EXPRESS,N
3242,Laus,,,LSU,LAUS AIR,N
3243,Lawrence Aviation,,,LAR,LAWRENCE,N
3244,Layang-Layang Aerospace,,,LAY,LAYANG,N
3245,Lease-a-Plane International,,,LPL,LEASE-A-PLANE,N
3246,Lebanese Air Transport,,LQ,LAQ,LAT,N
3247,Lebanese Air Transport (Charter),,,LAT,LEBANESE AIR,N
3248,Lebanon Airport Development Corporation,,,LAD,LADCO-AIR,N
3250,Leconte Airlines,,,LCA,LECONTE,N
3251,Leeward Islands Air Transport,,LI,LIA,LIAT,Y
3252,Legend Airlines,,,LGD,LEGENDARY,N
3253,Leisure Air,,,LWD,LEISURE WORLD,N
3254,Lentini Aviation,,,LEN,LENTINI,N
3255,Leo-Air,,,LOR,LEO CHARTER,N
3256,Leonsa De Aviacion,,,LEL,LEONAVIA,N
3257,Libyan Airlines,,,LYW,LIBYAN AIRWAYS,N
3258,Libyan Arab Airlines,,LN,LAA,LIBAIR,Y
3259,Libyan Arab Air Cargo,,,LCR,LIBAC,N
3260,Lid Air,,,LIQ,,N
3261,Lignes Aeriennes Congolaises,,,LCG,CONGOLAISE,N
3262,Lignes Aeriennes Du Tchad,,,LKD,LATCHAD,N
3263,Lignes Mauritaniennes Air Express,,,LME,LIMAIR EXPRESS,N
3264,Lignes Nationales Aeriennes - Linacongo,,,GCB,LINACONGO,N
3265,Lincoln Air National Guard,,,GDQ,,N
3266,Lincoln Airlines,,,LRT,,N
3267,Lindsay Aviation,,,LSY,LINDSAY AIR,N
3268,Linea Aerea Costa Norte,,,NOT,COSTA NORTE,N
3269,Linea Aerea Mexicana de Carga,,,LMC,LINEAS DECARGA,N
3270,Linea Aerea SAPSA,,L7,LNP,SAPSA,N
3271,Linea Aerea de Fumig Aguas Negras,,,NEG,AGUAS NEGRAS,N
3272,Linea Aerea de Servicio Ejecutivo Regional,,8z,LER,LASER,N
3273,Linea De Aeroservicios,,,LSE,,N
3274,Linea Turistica Aerotuy,,LD,TUY,AEREOTUY,N
3275,Lineas Aereas Alaire S.L.,,,ALR,AEROLAIRE,N
3276,Lineas Aereas Azteca,,ZE,LCD,LINEAS AZTECA,N
3277,Lineas Aereas Canedo LAC,,,LCN,CANEDO,N
3278,Lineas Aereas Comerciales,,,LCM,LINEAS COMERCIALES,N
3279,Lineas Aereas Ejectuivas De Durango,,,EDD,LINEAS DURANGO,N
3280,Lineas Aereas Eldorado,,,EDR,ELDORADRO,N
3281,Lineas Aereas Federales,,,FED,FEDERALES,N
3282,Lineas Aereas Monarca,,,LMN,LINEAS MONARCA,N
3283,Lineas Aereas San Jose,,,LIJ,LINEAS JOSE,N
3284,Lineas Aereas del Humaya,,,UMA,HUMAYA,N
3285,Linex,,,LEC,LECA,N
3286,Linhas Aereas Santomenses,,,SMS,SANTOMENSES,N
3287,Linhas A,,LM,LAM,MOZAMBIQUE,Y
3288,Link Airways of Australia,,,LAW,,N
3289,Lion Air Services,,,WGT,WORLDGATE,N
3290,Lion Mentari Airlines,,JT,LNI,LION INTER,Y
3291,Lions-Air,,,LEU,LIONSAIR,N
3292,Lithuanian Air Force,,,LYF,LITHUANIAN AIRFORCE,N
3293,Little Red Air Service,,,LRA,LITTLE RED,N
3294,Livingston,,LM,LVG,LIVINGSTON,N
3295,Lloyd Aereo Boliviano,,LB,LLB,LLOYDAEREO,N
3296,Lnair Air Services,,,LNA,ELNAIR,N
3297,Lockheed Air Terminal,,,XLG,,N
3298,Lockeed Aircraft Corporation,,,LAC,LOCKHEED,N
3299,Lockheed DUATS,,,XDD,,N
3300,Lockheed Martin Aeronautics,,,CBD,CATBIRD,N
3301,Lockheed Martin Aeronautics Company,,,LNG,LIGHTNING,N
3302,Logan Air,,,LOG,LOGAN,N
3303,Lom Praha Flying School,,,CLV,AEROTRAINING,N
3304,Lomas Helicopters,,,LMS,LOMAS,N
3305,London City Airport Jet Centre,,,LCY,LONDON CITY,N
3306,London Executive Aviation,,,LNX,LONEX,N
3307,London Flight Centre (Stansted),,,LOV,LOVEAIR,N
3308,London Helicopter Centres,,,LHC,MUSTANG,N
3309,Lone Star Airlines,,,LSS,LONE STAR,N
3310,Long Island Airlines,,,ORA,LONG ISLAND,N
3311,Longtail Aviation,,,LGT,LONGTAIL,N
3312,Lorraine Aviation,,,LRR,LORRAINE,N
3313,Los Cedros Aviacion,,,LSC,CEDROS,N
3314,Lotus Air,,,TAS,LOTUS FLOWER,N
3315,Luchtvaartmaatschappij Twente,,,LTW,TWENTAIR,N
3316,Lucky Air,,,LKE,LUCKY AIR,N
3317,Luft Carago,,,LUT,LUGO,N
3318,Luftfahrt-Vermietungs-Dienst,,,LVD,AIR SANTE,N
3319,Luftfahrtgesellschaft Walter,,HE,LGW,WALTER,Y
3320,Lufthansa,,LH,DLH,LUFTHANSA,Y
3321,Lufthansa Cargo,,LH,GEC,LUFTHANSA CARGO,Y
3322,Lufthansa CityLine,,CL,CLH,HANSALINE,Y
3323,Lufthansa Systems,,L1,,,N
3324,Lufthansa Technik,,,LHT,LUFTHANSA TECHNIK,N
3325,Lufttaxi Fluggesellschaft,,DV,LTF,Garfield,N
3326,Lufttransport,,L5,LTR,LUFT TRANSPORT,Y
3327,Luhansk,,,LHS,ENTERPRISE LUHANSK,N
3328,Lund University School of Aviation,,,UNY,UNIVERSITY,N
3329,Luxair,,LG,LGL,LUXAIR,Y
3330,Luxaviation,,,LXA,RED LION,N
3331,Luxembourg Air Rescue,,,LUV,LUX RESCUE,N
3332,Luxflight Executive,,,LFE,LUX EXPRESS,N
3333,Luxor Air,,,LXO,,N
3334,Luzair,,,LUZ,LISBON JET,N
3335,Lviv Airlines,,5V,UKW,UKRAINE WEST,N
3336,Lydd Air,,,LYD,LYDDAIR,N
3337,Lynch Flying Service,,,LCH,LYNCH AIR,N
3338,Lynden Air Cargo,,L2,LYC,LYNDEN,N
3339,Lynx Air International,,,LXF,LYNX FLIGHT,N
3340,Lynx Aviation,,,LYX,LYNX AIR,N
3342,L,,MJ,LPR,LAPA,Y
3343,L,,,LAU,SURAMERICANO,N
3344,M & N Aviation,,,JNH,JONAH,N
3345,MAC Fotografica,,,MCF,MAC FOTO,N
3346,MANAG'AIR,,,MRG,MANAG'AIR,N
3347,MAP-Management and Planung,,,MPJ,MAPJET,N
3348,MAS Airways,,,TFG,TRAFALGAR,N
3349,MasAir,,M7,MAA,MAS CARGA,Y
3350,MAT Macedonian Airlines,,IN,MAK,MAKAVIO,Y
3351,MCC Aviation,,,MCC,DISCOVERY,N
3352,MG Aviacion,,,MGA,MAG AVACION,N
3353,MIA Airlines,,,JLA,SALLINE,N
3354,MIAT Mongolian Airlines,,OM,MGL,MONGOL AIR,Y
3355,MIT Airlines,,,MNC,MUNCIE,N
3356,MK Airline,,,MKA,KRUGER-AIR,N
3357,MNG Airlines,,MB,MNB,BLACK SEA,Y
3358,MSR Flug-Charter,,,EBF,SKYRUNNER,N
3359,MTC Aviacion,,,MCV,MTC AVIACION,N
3360,Mac Aviation,,,MAQ,MAC AVIATION,N
3361,Mac Dan Aviation Corporation,,,MCN,MAC DAN,N
3362,MacKnight Airlines,,,MTD,,N
3363,Macair Airlines,,CC,MCK,,Y
3364,Macedonian Airlines,,,MCS,MACAIR,N
3365,Madina Air,,,MDH,MADINA AIR,N
